system_index,NDVI_Year,GIMMSdate,afterSlope,beforeSlope,best,conflict_name,conflict_new_id,country,country_id,date_end,date_start,region,slopeChange,slopeYears,Long,Lat,year,NDVI,T,Prec,soilM
00000000000000000092_20,2001,20010101,-1.895635517,-10.28816294,95,Afghanistan: Government,333,Afghanistan,700,11/6/2001,11/3/2001,Asia,8.392527419,14,66.8100020867,35.9098988305787,2001,1989.70813,302,35,298
00000000000000000092_21,2002,20020101,-1.895635517,-10.28816294,95,Afghanistan: Government,333,Afghanistan,700,11/6/2001,11/3/2001,Asia,8.392527419,14,66.8100020867,35.9098988305787,2001,2552.459717,314,80,334
00000000000000000092_22,2003,20030101,-1.895635517,-10.28816294,95,Afghanistan: Government,333,Afghanistan,700,11/6/2001,11/3/2001,Asia,8.392527419,14,66.8100020867,35.9098988305787,2001,2522.871094,312,66,334
00000000000000000092_23,2004,20040101,-1.895635517,-10.28816294,95,Afghanistan: Government,333,Afghanistan,700,11/6/2001,11/3/2001,Asia,8.392527419,14,66.8100020867,35.9098988305787,2001,2800.333984,307,53,334
00000000000000000092_24,2005,20050101,-1.895635517,-10.28816294,95,Afghanistan: Government,333,Afghanistan,700,11/6/2001,11/3/2001,Asia,8.392527419,14,66.8100020867,35.9098988305787,2001,2470.519043,316,91,334
00000000000000000092_25,2006,20060101,-1.895635517,-10.28816294,95,Afghanistan: Government,333,Afghanistan,700,11/6/2001,11/3/2001,Asia,8.392527419,14,66.8100020867,35.9098988305787,2001,2263.951172,308,70,334
00000000000000000092_26,2007,20070101,-1.895635517,-10.28816294,95,Afghanistan: Government,333,Afghanistan,700,11/6/2001,11/3/2001,Asia,8.392527419,14,66.8100020867,35.9098988305787,2001,2370.539551,308,70,334
00000000000000000092_27,2008,20080101,-1.895635517,-10.28816294,95,Afghanistan: Government,333,Afghanistan,700,11/6/2001,11/3/2001,Asia,8.392527419,14,66.8100020867,35.9098988305787,2001,2027.006592,320,59,334
00000000000000000092_28,2009,20090101,-1.895635517,-10.28816294,95,Afghanistan: Government,333,Afghanistan,700,11/6/2001,11/3/2001,Asia,8.392527419,14,66.8100020867,35.9098988305787,2001,2947.336914,320,111,334
00000000000000000092_29,2010,20100101,-1.895635517,-10.28816294,95,Afghanistan: Government,333,Afghanistan,700,11/6/2001,11/3/2001,Asia,8.392527419,14,66.8100020867,35.9098988305787,2001,2460.354248,307,81,334
00000000000000000092_30,2011,20110101,-1.895635517,-10.28816294,95,Afghanistan: Government,333,Afghanistan,700,11/6/2001,11/3/2001,Asia,8.392527419,14,66.8100020867,35.9098988305787,2001,2092.139648,316,71,334
00000000000000000092_31,2012,20120101,-1.895635517,-10.28816294,95,Afghanistan: Government,333,Afghanistan,700,11/6/2001,11/3/2001,Asia,8.392527419,14,66.8100020867,35.9098988305787,2001,2873.656494,322,95,334
00000000000000000092_32,2013,20130101,-1.895635517,-10.28816294,95,Afghanistan: Government,333,Afghanistan,700,11/6/2001,11/3/2001,Asia,8.392527419,14,66.8100020867,35.9098988305787,2001,2381.824463,321,114,334
00000000000000000092_33,2014,20140101,-1.895635517,-10.28816294,95,Afghanistan: Government,333,Afghanistan,700,11/6/2001,11/3/2001,Asia,8.392527419,14,66.8100020867,35.9098988305787,2001,2534.03418,319,81,334
00000000000000000092_34,2015,20150101,-1.895635517,-10.28816294,95,Afghanistan: Government,333,Afghanistan,700,11/6/2001,11/3/2001,Asia,8.392527419,14,66.8100020867,35.9098988305787,2001,2523.890381,316,123,334
