system_index,NDVI_Year,GIMMSdate,afterSlope,beforeSlope,best,conflict_name,conflict_new_id,country,country_id,date_end,date_start,region,slopeChange,slopeYears,Long,Lat,year,NDVI,T,Prec,soilM
00000000000000000094_21,2002,20020101,12.28133746,-17.19439362,28,Afghanistan: Government,333,Afghanistan,700,1/5/2001,1/5/2001,Asia,29.47573108,14,62.6569469750,34.5047692021221,2001,1994.782715,337,68,272
00000000000000000094_22,2003,20030101,12.28133746,-17.19439362,28,Afghanistan: Government,333,Afghanistan,700,1/5/2001,1/5/2001,Asia,29.47573108,14,62.6569469750,34.5047692021221,2001,2040.269165,341,70,272
00000000000000000094_23,2004,20040101,12.28133746,-17.19439362,28,Afghanistan: Government,333,Afghanistan,700,1/5/2001,1/5/2001,Asia,29.47573108,14,62.6569469750,34.5047692021221,2001,1924.903564,325,92,272
00000000000000000094_24,2005,20050101,12.28133746,-17.19439362,28,Afghanistan: Government,333,Afghanistan,700,1/5/2001,1/5/2001,Asia,29.47573108,14,62.6569469750,34.5047692021221,2001,1966.431763,334,104,272
00000000000000000094_25,2006,20060101,12.28133746,-17.19439362,28,Afghanistan: Government,333,Afghanistan,700,1/5/2001,1/5/2001,Asia,29.47573108,14,62.6569469750,34.5047692021221,2001,1884.743652,331,73,272
00000000000000000094_26,2007,20070101,12.28133746,-17.19439362,28,Afghanistan: Government,333,Afghanistan,700,1/5/2001,1/5/2001,Asia,29.47573108,14,62.6569469750,34.5047692021221,2001,2016.29541,328,100,272
00000000000000000094_27,2008,20080101,12.28133746,-17.19439362,28,Afghanistan: Government,333,Afghanistan,700,1/5/2001,1/5/2001,Asia,29.47573108,14,62.6569469750,34.5047692021221,2001,1916.99939,338,46,272
00000000000000000094_28,2009,20090101,12.28133746,-17.19439362,28,Afghanistan: Government,333,Afghanistan,700,1/5/2001,1/5/2001,Asia,29.47573108,14,62.6569469750,34.5047692021221,2001,2364.888916,337,84,272
00000000000000000094_29,2010,20100101,12.28133746,-17.19439362,28,Afghanistan: Government,333,Afghanistan,700,1/5/2001,1/5/2001,Asia,29.47573108,14,62.6569469750,34.5047692021221,2001,2163.407227,337,51,237
00000000000000000094_30,2011,20110101,12.28133746,-17.19439362,28,Afghanistan: Government,333,Afghanistan,700,1/5/2001,1/5/2001,Asia,29.47573108,14,62.6569469750,34.5047692021221,2001,2148.844971,336,109,272
00000000000000000094_31,2012,20120101,12.28133746,-17.19439362,28,Afghanistan: Government,333,Afghanistan,700,1/5/2001,1/5/2001,Asia,29.47573108,14,62.6569469750,34.5047692021221,2001,1971.401001,337,96,272
00000000000000000094_32,2013,20130101,12.28133746,-17.19439362,28,Afghanistan: Government,333,Afghanistan,700,1/5/2001,1/5/2001,Asia,29.47573108,14,62.6569469750,34.5047692021221,2001,2069.421875,336,62,272
00000000000000000094_33,2014,20140101,12.28133746,-17.19439362,28,Afghanistan: Government,333,Afghanistan,700,1/5/2001,1/5/2001,Asia,29.47573108,14,62.6569469750,34.5047692021221,2001,2088.77417,338,72,74
00000000000000000094_34,2015,20150101,12.28133746,-17.19439362,28,Afghanistan: Government,333,Afghanistan,700,1/5/2001,1/5/2001,Asia,29.47573108,14,62.6569469750,34.5047692021221,2001,2093.675537,342,153,272
